Date,Open,High,Low,Close,Volume,50SMA,200SMA,RSI,OBV,Labels
12/31/21 7:00,176.4549,176.9413,176.4152,176.7329,30323,178.040878,174.256326,39.45175916,19545467366,3
12/31/21 8:00,176.5941,177.0505,176.4251,176.9612,162120,177.989456,174.268834,43.28025724,19545497689,3
12/31/21 9:00,176.9612,177.9241,176.4251,176.584,5936208,177.929696,174.2822855,38.90337702,19545335569,3
12/31/21 10:00,176.5939,177.2887,176.0281,177.0952,7817279,177.89366,174.2967045,46.76127394,19551271777,3
12/31/21 11:00,177.091,177.13,176.3457,176.4102,4868915,177.84849,174.306706,39.44108366,19543454498,3
12/31/21 12:00,176.4152,176.5443,175.9685,176.2663,4492042,177.80203,174.3151935,38.0920425,19538585583,3
12/31/21 13:00,176.2663,176.6138,176.0628,176.2564,4531417,177.743064,174.321249,37.99575486,19534093541,3
12/31/21 14:00,176.2564,176.4549,175.9983,176.311,4521085,177.70564,174.32723,38.91287885,19538624958,3
12/31/21 15:00,176.3159,176.9711,176.1472,176.3159,11355065,177.66304,174.330506,39.00008036,19543146043,3
12/31/21 16:00,176.3159,176.5046,176.1571,176.2067,8045804,177.62333,174.3429145,37.70820259,19531790978,3
12/31/21 17:00,176.1869,176.2762,176.1869,176.2564,19749,177.586798,174.351301,38.7034034,19539836782,3
12/31/21 18:00,176.2564,176.3954,176.2067,176.306,18710,177.54828,174.3723465,39.73814597,19539856531,3
12/31/21 19:00,176.306,176.4549,176.2067,176.4053,16646,177.513536,174.3944095,41.85438717,19539875241,3
1/3/22 4:00,176.9612,177.0406,176.4648,176.7825,39767,177.479982,174.4174155,49.15821584,19539891887,3
1/3/22 5:00,176.7825,176.9215,176.6932,176.8719,34709,177.446628,174.440844,50.73764204,19539931654,3
1/3/22 6:00,176.8719,177.1597,176.8619,177.1498,24005,177.422206,174.4603505,55.37811436,19539966363,3
1/3/22 7:00,177.1597,177.1995,176.7924,176.9215,70022,177.396792,174.479609,51.1179852,19539942358,3
1/3/22 8:00,177.0704,177.1796,176.2762,176.3556,336538,177.36423,174.496485,42.40910734,19539872336,3
